timestamp,summary,icon,precipIntensity,precipProbability,temperature,apparentTemperature,dewPoint,humidity,pressure,windSpeed,windBearing,cloudCover,uvIndex,ozone
1513231200,Breezy and Mostly Cloudy,wind,0,0,40.08,31.47,34.81,0.81,1001.09,16.57,233,0.81,9.29,
1513234800,Breezy and Mostly Cloudy,wind,0.0014,0.07,rain,39.83,31.02,35.05,0.83,1001.06,17.04,232,0.81,8.95,
1513238400,Breezy and Overcast,wind,0.0018,0.12,rain,39.78,30.45,35.44,0.84,1000.97,18.95,229,0.94,8.97,
1513242000,Breezy and Mostly Cloudy,wind,0.0017,0.06,rain,41.17,31.89,35.84,0.81,1000.86,20.57,230,0.87,7.33,
1513245600,Mostly Cloudy,partly-cloudy-day,0.0087,0.26,rain,41.56,33.15,36.24,0.81,1000.87,17.46,232,0.92,6.76,
1513249200,Breezy and Mostly Cloudy,wind,0.0061,0.31,rain,41.98,33.29,36.45,0.81,999.97,19.1,236,0.86,6.96,
1513252800,Overcast,cloudy,0,0,42.55,34.37,37.31,0.82,999.09,17.75,234,0.96,6.84,
1513256400,Mostly Cloudy,partly-cloudy-day,0.0052,0.2,rain,42.87,35.41,37.74,0.82,997.92,15.38,232,0.86,6.93,
1513260000,Mostly Cloudy,partly-cloudy-day,0.0038,0.18,rain,42.53,34.88,37.51,0.82,997.23,15.69,231,0.82,7.43,
1513263600,Mostly Cloudy,partly-cloudy-day,0,0,41.34,33.63,37.56,0.86,996.16,14.74,221,0.93,7.53,
1513267200,Mostly Cloudy,partly-cloudy-night,0.0079,0.36,rain,40.95,33.56,37.49,0.87,995.24,13.37,219,0.9,7.78,
1513270800,Overcast,cloudy,0.0024,0.09,rain,40.77,33.66,37.12,0.87,994.39,12.44,217,0.95,7.43,
1513274400,Overcast,cloudy,0,0,40.46,33.47,37.06,0.88,993.88,11.88,222,0.95,7.43,
1513278000,Overcast,cloudy,0.008,0.2,rain,40.86,33.3,37.2,0.87,993.61,13.82,236,0.98,6.91,
1513281600,Overcast,cloudy,0.0066,0.28,rain,40.09,32.43,36.52,0.87,993.67,13.48,248,0.97,7.25,
1513285200,Mostly Cloudy,partly-cloudy-night,0.0037,0.1,rain,39.49,32.13,36.34,0.88,993.48,12.18,241,0.92,7.37,
1513288800,Mostly Cloudy,partly-cloudy-night,0.0031,0.23,rain,38.55,30.68,35.27,0.88,993.65,12.91,249,0.92,7.17,
1513292400,Mostly Cloudy,partly-cloudy-night,0.0042,0.17,rain,38.2,30.73,35.07,0.88,994.13,11.62,245,0.92,7.43,
1513296000,Overcast,cloudy,0,0,38.34,30.7,34.97,0.88,994.63,12.15,239,0.97,7.43,
1513299600,Mostly Cloudy,partly-cloudy-night,0.0009,0.09,rain,38.17,30.73,34.88,0.88,994.72,11.51,227,0.88,7.62,
1513303200,Overcast,cloudy,0.0032,0.22,rain,38.16,30.45,35.57,0.9,994.59,12.21,216,1,7.33,
1513306800,Overcast,cloudy,0.0011,0.06,rain,38.37,30.64,35.85,0.91,994.68,12.39,219,1,7.36,
1513310400,Overcast,cloudy,0.0037,0.31,rain,38.66,30.96,36.26,0.91,994.45,12.52,225,0.99,6.97,
1513314000,Overcast,cloudy,0.0086,0.29,rain,38.74,31.57,36.2,0.9,994.64,11.21,240,0.97,6.98,
1513317600,Mostly Cloudy,partly-cloudy-night,0,0,37.75,30.95,35.52,0.92,995.12,9.79,243,0.93,6.95,
1513321200,Mostly Cloudy,partly-cloudy-night,0.001,0.1,rain,37.67,30.92,35.46,0.92,995.64,9.64,244,0.9,7.13,
1513324800,Mostly Cloudy,partly-cloudy-day,0.0044,0.19,rain,37.59,30.93,35.44,0.92,996.13,9.4,231,0.9,7.07,
1513328400,Mostly Cloudy,partly-cloudy-day,0.0037,0.05,rain,39.19,32.34,36.26,0.89,996.71,10.7,227,0.87,7.43,
1513332000,Overcast,cloudy,0.0119,0.32,rain,39.48,32.59,36.45,0.89,997.27,10.99,220,0.95,6.71,
1513335600,Overcast,cloudy,0.0101,0.28,rain,40.34,33.35,37.14,0.88,997.06,11.8,220,0.97,7.4,
1513339200,Overcast,cloudy,0,0,40.71,34.33,37.32,0.88,996.81,10.46,218,0.96,6.76,
1513342800,Overcast,cloudy,0.0151,0.52,rain,40.2,33.75,37.05,0.88,996.57,10.32,220,0.97,6.9,
1513346400,Overcast,cloudy,0.013,0.44,rain,39.66,34.3,37.33,0.91,996.62,7.77,223,0.97,6.58,
1513350000,Overcast,cloudy,0.007,0.1,rain,39.24,36.02,37.17,0.92,997.13,4.46,248,0.95,6.37,
1513353600,Overcast,cloudy,0.0225,0.65,rain,38.36,34.94,36.28,0.92,997.64,4.52,291,0.98,6.96,
1513357200,Light Rain,rain,0.0355,0.47,rain,37.96,34.36,35.99,0.93,998.49,4.66,291,0.96,6.23,
1513360800,Overcast,cloudy,0,0,37.46,31.88,35.72,0.93,999.31,7.33,317,0.95,6.59,
1513364400,Overcast,cloudy,0.0013,0.13,rain,37.52,31.98,35.63,0.93,1000.34,7.29,321,0.95,6.65,
1513368000,Overcast,cloudy,0.0049,0.43,rain,37.75,32.14,35.8,0.93,1001.37,7.49,317,0.97,6.82,
1513371600,Overcast,cloudy,0,0,37.95,32.12,36.17,0.93,1002.29,7.95,318,0.97,6.51,
1513375200,Overcast,cloudy,0,0,37.91,31.71,36.18,0.93,1003.22,8.63,319,0.98,6.66,
1513378800,Overcast,cloudy,0.0005,0.05,rain,37.91,32.17,36.01,0.93,1004.36,7.77,318,0.96,6.8,
1513382400,Overcast,cloudy,0,0,37.88,31.69,35.98,0.93,1005.19,8.59,320,0.98,5.94,
1513386000,Overcast,cloudy,0.0014,0.1,rain,38.02,31.84,36.19,0.93,1006.07,8.64,321,0.94,5.35,
1513389600,Overcast,cloudy,0.0063,0.39,rain,38.08,32.24,36.32,0.93,1007.2,8.01,324,0.97,5.22,
1513393200,Overcast,cloudy,0,0,37.65,31.19,36.1,0.94,1008.04,9.02,321,0.98,4.82,
1513396800,Overcast,cloudy,0.0014,0.07,rain,37.6,31.28,35.79,0.93,1009.13,8.74,322,0.96,5.34,
1513400400,Overcast,cloudy,0,0,37.84,32.09,35.65,0.92,1009.97,7.76,319,0.97,5.5,
1513404000,Overcast,cloudy,0,0,37.95,32.53,35.82,0.92,1011.04,7.24,319,0.94,5.81,
1513407600,Overcast,cloudy,0.002,0.14,rain,37.64,31.69,35.71,0.93,1012.04,8.04,321,0.95,5.97,
1513411200,Overcast,cloudy,0.0006,0.06,rain,38.08,32.23,35.76,0.91,1013.15,8.05,318,0.95,6.93,
1513414800,Overcast,cloudy,0,0,38.36,31.92,35.86,0.91,1014.36,9.34,320,0.98,6.92,
1513418400,Overcast,cloudy,0.0011,0.05,rain,38.93,32.14,36.01,0.89,1015.51,10.4,319,0.98,7.43,
1513422000,Overcast,cloudy,0.003,0.3,rain,39.73,32.73,35.94,0.86,1016.1,11.41,323,0.98,7.41,
1513425600,Overcast,cloudy,0,0,39.88,33.32,35.44,0.84,1016.46,10.42,317,0.95,7.3,
1513429200,Overcast,cloudy,0.0011,0.05,rain,40.27,34.14,35.28,0.82,1016.87,9.64,310,0.95,7.43,
1513432800,Mostly Cloudy,partly-cloudy-day,0,0,40.08,34.74,34.41,0.8,1017.29,7.89,307,0.92,7.3,
1513436400,Overcast,cloudy,0,0,38.68,32.85,34.01,0.83,1018.15,8.24,295,0.98,7.43,
1513440000,Overcast,cloudy,0,0,37.86,32.18,33.63,0.85,1019.01,7.65,292,0.98,7.49,
1513443600,Overcast,cloudy,0,0,36.4,31.7,32.18,0.85,1019.81,5.69,290,0.94,7.75,
1513447200,Mostly Cloudy,partly-cloudy-night,0,0,34.56,30.32,31.64,0.89,1020.35,4.74,273,0.88,8.18,
1513450800,Mostly Cloudy,partly-cloudy-night,0,0,34.46,30.02,31.47,0.89,1020.96,4.94,263,0.75,7.59,
1513454400,Overcast,cloudy,0,0,33.46,28.77,30.91,0.9,1021.55,5.02,264,0.94,8.3,
1513458000,Overcast,cloudy,0,0,33.09,27.88,31.08,0.92,1021.74,5.56,255,0.95,7.57,
1513461600,Mostly Cloudy,partly-cloudy-night,0.0028,0.19,0.021,snow,32.62,28.68,30.96,0.94,1022.06,4.1,255,0.89,7.87,
1513465200,Mostly Cloudy,partly-cloudy-night,0,0,32.27,28.63,30.5,0.93,1022.39,3.79,256,0.9,8.27,
1513468800,Overcast,cloudy,0,0,32.93,29.51,31.37,0.94,1022.56,3.68,250,0.98,6.77,
1513472400,Overcast,cloudy,0.0024,0.09,0.019,snow,33.17,29.4,31.44,0.93,1022.66,4.03,252,0.94,6,
1513476000,Mostly Cloudy,partly-cloudy-night,0.0016,0.11,0.012,snow,33.12,33.12,32.27,0.97,1023.24,2.82,259,0.91,5.32,
1513479600,Mostly Cloudy,partly-cloudy-night,0,0,32.99,32.99,31.54,0.94,1023.39,2.6,252,0.86,4.54,
1513483200,Mostly Cloudy,partly-cloudy-night,0,0,32.95,32.95,31.56,0.95,1023.66,2.44,267,0.9,4.05,
1513486800,Mostly Cloudy,partly-cloudy-night,0,0,33.04,28.97,32.34,0.97,1024,4.3,272,0.82,3.4,
1513490400,Mostly Cloudy,partly-cloudy-night,0,0,33.08,30.36,32.25,0.97,1024.47,3.14,290,0.93,2.14,
1513494000,Foggy,fog,0,0,32.87,32.87,31.71,0.95,1025.26,2.89,307,0.85,1.95,
1513497600,Foggy,fog,0,0,32.63,32.63,32.07,0.98,1025.94,2.3,295,0.93,1.97,
1513501200,Foggy,fog,0,0,33.73,33.73,32.95,0.97,1026.68,2.62,299,0.93,1.96,
1513504800,Mostly Cloudy,partly-cloudy-day,0,0,34.49,31.01,33.6,0.96,1027.29,3.95,267,0.93,2.67,
1513508400,Mostly Cloudy,partly-cloudy-day,0.0007,0.07,rain,34.93,30.21,33.72,0.95,1027.21,5.37,264,0.92,4.45,
1513512000,Mostly Cloudy,partly-cloudy-day,0,0,36.44,32.91,34.08,0.91,1026.94,4.3,257,0.92,5.42,
1513515600,Overcast,cloudy,0,0,37.02,33.29,34.07,0.89,1026.78,4.63,238,0.98,5.91,
1513519200,Overcast,cloudy,0,0,36.82,32.84,33.72,0.88,1027.05,4.88,238,0.97,6.4,
1513522800,Overcast,cloudy,0,0,36.29,32.46,33.35,0.89,1027.48,4.6,204,0.95,6.2,
1513526400,Mostly Cloudy,partly-cloudy-night,0,0,34.79,29.92,32.68,0.92,1027.62,5.52,192,0.82,6.42,
1513530000,Overcast,cloudy,0,0,34.69,30.25,32.67,0.92,1027.68,4.99,188,0.97,6.49,
1513533600,Overcast,cloudy,0,0,34.53,30.17,32.28,0.91,1027.44,4.85,181,1,6.48,
1513537200,Overcast,cloudy,0.0025,0.25,rain,35.48,29.66,33.02,0.91,1027.34,7.05,188,1,5.26,
1513540800,Overcast,cloudy,0.0006,0.06,rain,35.94,29.14,33.83,0.92,1026.83,8.94,176,1,4.93,
1513544400,Overcast,cloudy,0,0,36.15,29.39,34.53,0.94,1026.23,8.94,193,0.98,4.32,
1513548000,Overcast,cloudy,0.0085,0.44,rain,36.53,29.23,34.99,0.94,1025.4,10.25,195,1,3.62,
1513551600,Overcast,cloudy,0.0242,0.65,rain,37.39,29.99,36.17,0.95,1024.25,10.97,199,1,3.58,
1513555200,Overcast,cloudy,0,0,37.97,30.54,37.18,0.97,1022.94,11.38,202,1,3.07,
1513558800,Light Rain,rain,0.0363,0.95,rain,39.24,32.46,38.08,0.96,1021.53,10.54,211,1,3.79,
1513562400,Overcast,cloudy,0.0147,0.62,rain,40.35,35.12,39.76,0.98,1020.76,7.79,214,1,3.49,
1513566000,Overcast,cloudy,0.0011,0.06,rain,41.48,37.01,40.61,0.97,1020.21,6.85,251,1,4.43,
1513569600,Overcast,cloudy,0.0049,0.24,rain,41.75,37.51,41.19,0.98,1019.85,6.54,282,1,5.79,
1513573200,Overcast,cloudy,0.0098,0.55,rain,42.21,38.18,41.48,0.97,1020.09,6.34,308,0.96,6.04,
1513576800,Overcast,cloudy,0,0,42.06,36.88,40.75,0.95,1020.61,8.45,334,0.98,6.82,
1513580400,Overcast,cloudy,0.0006,0.06,rain,42.1,36.26,39.58,0.91,1021.59,9.98,335,0.96,6.55,
1513584000,Mostly Cloudy,partly-cloudy-day,0,0,41.57,35.53,38.8,0.9,1022.72,10.12,335,0.93,6.95,
1513587600,Mostly Cloudy,partly-cloudy-day,0,0,42.54,36.17,38.8,0.87,1023.73,11.64,340,0.86,7.12,
1513591200,Mostly Cloudy,partly-cloudy-day,0.0006,0.06,rain,43.1,36.14,39.1,0.86,1024.66,13.86,342,0.88,7.21,
1513594800,Mostly Cloudy,partly-cloudy-day,0,0,43.81,37.37,39.22,0.84,1025.23,12.81,340,0.91,7.01,
1513598400,Mostly Cloudy,partly-cloudy-day,0,0,44.61,38.51,39.86,0.83,1025.46,12.41,348,0.88,7.28,
1513602000,Mostly Cloudy,partly-cloudy-day,0,0,44.78,38.82,39.71,0.82,1025.8,12.1,344,0.93,7.26,
1513605600,Overcast,cloudy,0.0005,0.05,rain,44.6,39.07,38.75,0.8,1026.32,10.72,351,0.94,7.4,
1513609200,Overcast,cloudy,0,0,44.3,39.03,38.42,0.8,1027.28,9.83,343,0.95,7.43,
1513612800,Overcast,cloudy,0,0,43.83,38.98,37.78,0.79,1028.01,8.58,344,0.97,7.43,
1513616400,Mostly Cloudy,partly-cloudy-night,0,0,42.28,37.54,38.18,0.85,1028.75,7.66,336,0.93,7.36,
1513620000,Overcast,cloudy,0,0,41.94,37.22,38.23,0.87,1029.4,7.47,333,0.95,7.14,
1513623600,Mostly Cloudy,partly-cloudy-night,0,0,41.48,37.24,37.74,0.86,1029.99,6.45,330,0.93,6.82,
1513627200,Overcast,cloudy,0,0,40.97,36.28,37.85,0.89,1030.52,7.04,324,0.98,6.35,
1513630800,Mostly Cloudy,partly-cloudy-night,0,0,40.63,35.74,37.76,0.89,1030.97,7.28,332,0.85,6.13,
1513634400,Mostly Cloudy,partly-cloudy-night,0,0,39.9,35.17,37.89,0.92,1031.58,6.75,333,0.79,5.89,
1513638000,Mostly Cloudy,partly-cloudy-night,0,0,39.56,34.45,37.72,0.93,1032.18,7.28,332,0.79,5.93,
1513641600,Mostly Cloudy,partly-cloudy-night,0,0,39.69,35.17,37.8,0.93,1032.55,6.34,331,0.9,5.51,
1513645200,Overcast,cloudy,0,0,39.13,35.26,37.35,0.93,1032.88,5.25,329,0.95,4.86,
1513648800,Overcast,cloudy,0,0,38.57,34.19,36.88,0.94,1033.27,5.8,324,1,4.14,
1513652400,Overcast,cloudy,0,0,38.32,33.36,36.76,0.94,1033.71,6.6,330,1,3.15,
1513656000,Overcast,cloudy,0,0,37.24,33.22,36.69,0.98,1034.04,5.01,327,1,2.55,
1513659600,Overcast,cloudy,0,0,37.06,33.28,36.57,0.98,1034.72,4.69,329,1,2.56,
1513663200,Overcast,cloudy,0,0,36.8,33.64,36.41,0.98,1035.39,3.98,323,1,2.14,
1513666800,Overcast,cloudy,0,0,37.27,33.4,36.23,0.96,1035.83,4.84,313,1,2.02,
1513670400,Foggy,fog,0,0,36.65,32.31,36.16,0.98,1036.25,5.29,316,0.81,1.49,
1513674000,Mostly Cloudy,partly-cloudy-day,0,0,37.77,34.84,36.53,0.95,1036.88,3.9,306,0.81,2,
1513677600,Overcast,cloudy,0,0,38.78,35.44,37.65,0.96,1037.5,4.51,309,1,2.24,
1513681200,Overcast,cloudy,0,0,39.88,36.96,38.12,0.93,1037.24,4.24,314,0.98,3.85,
1513684800,Overcast,cloudy,0,0,41.19,38.12,38.67,0.91,1036.7,4.69,305,0.96,4.2,
1513688400,Overcast,cloudy,0,0,41.53,38.82,38.8,0.9,1036.29,4.3,322,0.97,4.61,
1513692000,Mostly Cloudy,partly-cloudy-day,0,0,41.54,39.89,39.32,0.92,1036.22,3.2,317,0.89,4.88,
1513695600,Overcast,cloudy,0,0,41.25,41.25,38.6,0.9,1036.35,2.05,310,0.96,4.75,
1513699200,Overcast,cloudy,0,0,39.92,39.92,38.14,0.93,1036.43,1.6,242,0.96,3.42,
1513702800,Partly Cloudy,partly-cloudy-night,0,0,39.4,39.4,37.98,0.95,1036.76,2.81,247,0.43,3.45,
1513706400,Partly Cloudy,partly-cloudy-night,0,0,39.4,36.95,38.2,0.95,1036.89,3.66,244,0.51,3.12,
1513710000,Partly Cloudy,partly-cloudy-night,0,0,39.6,36.5,38.22,0.95,1036.93,4.41,255,0.53,3.49,
1513713600,Mostly Cloudy,partly-cloudy-night,0,0,39.6,36.71,38.29,0.95,1036.97,4.15,259,0.85,2.84,
1513717200,Overcast,cloudy,0,0,39.64,36.57,37.92,0.93,1037.09,4.37,260,0.98,3.1,
1513720800,Overcast,cloudy,0,0,39.3,36.03,37.85,0.94,1036.95,4.54,257,1,3.44,
1513724400,Mostly Cloudy,partly-cloudy-night,0,0,39.71,35.71,38.57,0.96,1036.74,5.56,261,0.92,3.29,
1513728000,Overcast,cloudy,0,0,39.8,36.04,38.74,0.96,1036.47,5.27,262,1,2.86,
1513731600,Overcast,cloudy,0,0,40,35.91,39.04,0.96,1035.91,5.77,263,1,3.02,
1513735200,Overcast,cloudy,0,0,40.23,36.75,39.06,0.96,1035.7,4.99,262,0.98,2.6,
1513738800,Overcast,cloudy,0,0,40.39,38.18,39.17,0.95,1035.48,3.57,266,0.98,2.42,
1513742400,Overcast,cloudy,0,0,40.63,37.47,39.55,0.96,1035.24,4.68,270,0.98,2.25,
1513746000,Overcast,cloudy,0.0006,0.06,rain,40.64,37.54,40.11,0.98,1035.02,4.61,266,0.98,2.22,
1513749600,Foggy,fog,0,0,40.6,37.68,40.04,0.98,1035.09,4.37,267,0.98,1.5,
1513753200,Foggy,fog,0.0007,0.07,rain,41.49,39.01,40.55,0.96,1035.28,4.03,270,0.97,1.19,
1513756800,Foggy,fog,0.0011,0.11,rain,41.7,39.71,41.32,0.99,1035.42,3.55,269,0.98,1.34,
1513760400,Foggy,fog,0,0,42.45,39.74,42.01,0.98,1035.66,4.48,280,0.98,1.65,
1513764000,Foggy,fog,0,0,43.5,41.22,42.79,0.97,1035.99,4.17,293,0.98,1.8,
1513767600,Foggy,fog,0,0,44.3,41.81,43.34,0.96,1035.77,4.61,285,0.98,1.33,
1513771200,Foggy,fog,0,0,45.06,42.7,44.3,0.97,1035.34,4.6,295,0.98,1.94,
1513774800,Overcast,cloudy,0.0023,0.23,rain,45.51,43.41,44.82,0.97,1035.14,4.35,298,0.98,2.22,
1513778400,Overcast,cloudy,0,0,45.56,43.56,44.88,0.97,1035.08,4.22,308,0.98,2.52,
1513782000,Foggy,fog,0,0,45.54,43.75,44.88,0.98,1035.4,3.95,315,0.98,1.68,
1513785600,Foggy,fog,0.0013,0.13,rain,45.41,45.41,44.87,0.98,1035.59,2.63,300,1,1.59,
1513789200,Foggy,fog,0,0,45.35,44.4,44.89,0.98,1035.88,3.01,303,1,1.23,
1513792800,Foggy,fog,0,0,45.37,43.49,44.61,0.97,1036.24,4.04,288,1,1.46,
1513796400,Foggy,fog,0.0011,0.11,rain,45.45,44.2,44.5,0.96,1036.37,3.33,278,1,1.55,
1513800000,Foggy,fog,0,0,45.24,45.24,44.25,0.96,1036.52,2.44,278,1,1.18,
1513803600,Foggy,fog,0,0,44.83,43.49,44.46,0.99,1036.47,3.34,291,1,1.18,
1513807200,Foggy,fog,0.0024,0.24,rain,45.05,45.05,44.64,0.98,1036.71,2.09,270,1,0.83,
1513810800,Foggy,fog,0.0012,0.12,rain,45.17,44.21,44.54,0.98,1036.95,3,260,1,1.21,
1513814400,Foggy,fog,0,0,45.05,45.05,44.63,0.98,1036.81,2.7,239,1,0.96,
1513818000,Foggy,fog,0.0017,0.17,rain,45.13,43.33,44.67,0.98,1036.69,3.9,262,1,1.91,
1513821600,Overcast,cloudy,0.0006,0.06,rain,45.04,43.48,44.61,0.98,1036.75,3.61,264,1,2.31,
1513825200,Foggy,fog,0,0,44.83,43.44,44.68,0.99,1036.88,3.39,256,1,1.15,
1513828800,Foggy,fog,0,0,45.05,43.65,44.7,0.99,1036.79,3.43,245,1,1.02,
1513832400,Foggy,fog,0.0006,0.06,rain,45,43.21,44.58,0.98,1036.68,3.86,241,1,1.24,
1513836000,Foggy,fog,0,0,45.38,43.53,44.82,0.98,1036.87,3.99,237,1,1.47,
1513839600,Foggy,fog,0.0013,0.13,rain,45.6,43.75,44.87,0.97,1037.08,4.05,239,1,1.44,
1513843200,Overcast,cloudy,0.0023,0.23,rain,45.71,43.86,45.22,0.98,1037.21,4.07,245,1,2.96,
1513846800,Overcast,cloudy,0,0,46.09,43.6,45.91,0.99,1037.48,5.03,249,1,2.62,
1513850400,Overcast,cloudy,0.0068,0.61,rain,46.58,43.56,46.34,0.99,1037.95,6.06,254,1,3.07,
1513854000,Overcast,cloudy,0.0058,0.52,rain,47.75,45.06,46.81,0.97,1037.65,5.86,252,1,3.62,
1513857600,Overcast,cloudy,0,0,48.69,46.15,47.75,0.97,1036.98,5.92,249,1,4.02,
1513861200,Foggy,fog,0.0017,0.17,rain,48.76,45.82,47.9,0.97,1036.54,6.73,250,1,1.96,
1513864800,Overcast,cloudy,0.0014,0.14,rain,49.06,46.75,48.23,0.97,1036.27,5.64,251,1,3,
1513868400,Overcast,cloudy,0,0,49.12,46.91,48.23,0.97,1036.28,5.47,256,1,3.02,
1513872000,Foggy,fog,0.0076,0.43,rain,49.06,47.61,48.16,0.97,1036.38,4.24,252,1,1.86,
1513875600,Overcast,cloudy,0.0121,0.82,rain,49.14,47.13,48.17,0.96,1036.8,5.13,262,1,2.15,
1513879200,Overcast,cloudy,0,0,49.14,47.35,48.22,0.97,1036.87,4.77,259,1,2.06,
1513882800,Overcast,cloudy,0.0018,0.18,rain,49.07,47.29,48.39,0.97,1037.16,4.75,254,1,2.21,
1513886400,Overcast,cloudy,0.0019,0.19,rain,49.07,47.21,48.42,0.98,1037.15,4.87,259,1,2.03,
1513890000,Overcast,cloudy,0,0,49.08,47.65,48.25,0.97,1037.03,4.21,261,1,2.32,
1513893600,Overcast,cloudy,0.0053,0.53,rain,48.97,47.41,48.05,0.97,1036.86,4.37,264,1,2.91,
1513897200,Overcast,cloudy,0.0039,0.39,rain,48.92,46.77,48.31,0.98,1036.74,5.3,259,1,3.51,
1513900800,Overcast,cloudy,0,0,48.86,45.96,48.02,0.97,1036.31,6.7,271,1,3.56,
1513904400,Overcast,cloudy,0.0099,0.58,rain,48.7,46.05,47.16,0.94,1036.06,6.12,275,1,3.54,
1513908000,Overcast,cloudy,0.0123,0.56,rain,47.76,44.44,46.61,0.96,1036.02,7.11,282,0.98,5.23,
1513911600,Overcast,cloudy,0,0,47.67,44.79,46.15,0.94,1035.83,6.19,289,0.97,6.12,
1513915200,Overcast,cloudy,0.0025,0.12,rain,47.11,44.03,46.19,0.97,1035.66,6.36,287,0.97,5.39,
1513918800,Overcast,cloudy,0.0019,0.12,rain,47.23,44.21,46.05,0.96,1035.38,6.29,284,0.99,5.44,
1513922400,Overcast,cloudy,0,0,46.78,44.59,45.75,0.96,1035.37,4.76,273,0.99,5.91,
1513926000,Overcast,cloudy,0.0006,0.06,rain,46.92,45.52,45.35,0.94,1035.45,3.74,273,0.97,5.75,
1513929600,Overcast,cloudy,0.0006,0.06,rain,46.98,44.75,46.04,0.97,1035.77,4.88,262,0.97,4.35,
1513933200,Overcast,cloudy,0,0,47.18,45.25,46.16,0.96,1036.12,4.49,262,0.97,4.5,
1513936800,Overcast,cloudy,0,0,47.72,45.08,46.36,0.95,1036.48,5.77,270,0.98,4.65,
1513940400,Overcast,cloudy,0,0,48.15,45.51,46.73,0.95,1036.47,5.92,277,0.97,4.07,
1513944000,Overcast,cloudy,0,0,48.97,46.33,47.57,0.95,1036.34,6.23,289,0.98,3.92,
1513947600,Overcast,cloudy,0.0021,0.15,rain,49.19,46.89,47.61,0.94,1036.14,5.66,300,0.98,3.51,
1513951200,Overcast,cloudy,0.0012,0.12,rain,49.28,47.42,47.63,0.94,1036.05,4.92,311,0.98,4.36,
1513954800,Overcast,cloudy,0,0,48.59,46.98,47.5,0.96,1036.12,4.37,308,0.98,4.48,
1513958400,Overcast,cloudy,0,0,48.32,47.33,46.84,0.95,1036.4,3.5,293,0.98,3.97,
1513962000,Overcast,cloudy,0,0,48.04,46.71,46.78,0.95,1036.82,3.87,291,0.98,3.17,
1513965600,Overcast,cloudy,0,0,47.79,47.79,46.69,0.96,1037.19,2.27,277,0.98,2.56,
1513969200,Overcast,cloudy,0,0,47.79,47.79,46.54,0.95,1037.62,2.05,285,0.98,2.77,
1513972800,Overcast,cloudy,0,0,47.79,47.79,46.56,0.95,1037.93,1.93,273,0.98,2.59,
1513976400,Overcast,cloudy,0,0,47.5,47.5,46.61,0.97,1038.17,2.77,283,0.98,2.18,
1513980000,Overcast,cloudy,0.0005,0.05,rain,47.33,47.33,46.31,0.96,1038.4,1.77,317,0.98,2.4,
1513983600,Overcast,cloudy,0,0,47.16,47.16,45.93,0.95,1038.59,2.19,283,1,2.25,
1513987200,Overcast,cloudy,0,0,46.97,46.02,46.02,0.96,1038.64,3.23,282,1,2.33,
1513990800,Overcast,cloudy,0,0,46.42,46.42,45.47,0.96,1038.28,2.2,259,0.97,2.63,
1513994400,Overcast,cloudy,0.0005,0.05,rain,46.5,46.5,45.29,0.96,1038.16,2.16,248,0.97,3.29,
1513998000,Overcast,cloudy,0,0,46.74,46.74,45.18,0.94,1037.68,2.99,247,0.98,3.77,
1514001600,Overcast,cloudy,0,0,46.65,45.53,45.39,0.95,1037.42,3.38,254,0.98,3.09,
1514005200,Overcast,cloudy,0.0008,0.08,rain,46.44,46.44,45.13,0.95,1037.16,2.66,244,0.98,3.4,
1514008800,Overcast,cloudy,0,0,46.49,45.43,45.09,0.95,1037.18,3.29,253,0.98,3.97,
1514012400,Overcast,cloudy,0,0,46.45,44.5,44.81,0.94,1036.95,4.36,235,1,5.12,
1514016000,Overcast,cloudy,0,0,46.48,46.48,45.04,0.95,1037.16,2.83,243,1,5.37,
1514019600,Overcast,cloudy,0,0,47.31,45.44,45.53,0.94,1037.51,4.43,243,0.98,5.24,
1514023200,Overcast,cloudy,0,0,47.47,45.08,45.53,0.93,1037.71,5.25,243,0.98,6.35,
1514026800,Overcast,cloudy,0,0,47.46,44.53,45.76,0.94,1037.49,6.2,240,0.98,5.1,
1514030400,Overcast,cloudy,0,0,47.76,44.02,45.63,0.92,1036.88,8.05,248,0.98,6.09,
1514034000,Overcast,cloudy,0,0,48.53,44.96,45.51,0.89,1036.36,8.05,245,1,6.17,
1514037600,Overcast,cloudy,0,0,47.74,44.04,45.67,0.92,1035.88,7.93,240,1,6.38,
1514041200,Overcast,cloudy,0,0,47.45,43.92,45.49,0.93,1035.87,7.4,243,1,6.78,
1514044800,Overcast,cloudy,0,0,47.24,43.99,45.23,0.93,1035.76,6.73,240,1,6.51,
1514048400,Overcast,cloudy,0,0,46.74,43.3,45.13,0.94,1035.64,6.91,238,1,6.88,
1514052000,Overcast,cloudy,0,0,46.45,42.85,45.06,0.95,1035.53,7.14,232,1,5.87,
1514055600,Overcast,cloudy,0,0,46.41,42.83,44.96,0.95,1035.4,7.05,230,1,6.58,
1514059200,Overcast,cloudy,0.0006,0.06,rain,46.35,42.41,45.08,0.95,1035.27,7.82,232,1,6.54,
1514062800,Overcast,cloudy,0,0,46.46,42.61,44.8,0.94,1035.17,7.65,229,1,6.29,
1514066400,Overcast,cloudy,0,0,46.16,42.26,44.8,0.95,1034.97,7.62,231,1,5.57,
1514070000,Overcast,cloudy,0,0,46.12,41.96,45.13,0.96,1034.78,8.18,228,1,5.15,
1514073600,Overcast,cloudy,0,0,46.04,41.78,44.95,0.96,1034.17,8.36,227,1,5.58,
